Date,Text,Facial Emotion,Text Sentiment
2025-09-15 21:21:19,gooood,happy,NEGATIVE
2025-09-15 21:24:37,niceee,happy,POSITIVE
2025-09-15 23:26:18,good,angry,POSITIVE,hap
2025-09-17 21:53:22,good,neutral,POSITIVE,sad
